ORF	gene	hmm_call	custom_call	biotradis_call	gumbel_call
MB3808	 -	ES	NE	NE	U
MB3809	 -	ES	AMB	NE	ES
MB3810	 rbfE	ES	ES	ES	ES
MB3811	 -	ES	ES	ES	U
MB3812	 rfbD	NE	AMB	ES	NE
MB3813	 rfbB	NE	NE	NE	NE
MB3814	 -	NE	NE	NE	NE
MB3815C	 -	NE	NE	NE	NE
MB3816C	 -	NE	NE	NE	NE
MB3817	 -	NE	NE	NE	U
MB3818	 -	ES	NE	ES	ES
MB3819	 -	ES	ES	AMB	U
MB3820	 -	ES	ES	ES	ES
MB3821	 -	ES	ES	NE	ES
MB3822	 embC	GD	ES	ES	ES
MB3823	 embA	ES	ES	NE	ES
MB3824	 embB	NE	ES	ES	NE
MB3825	 -	NE	NE	NE	NE
MB3826	 fadE35	NE	NE	NE	NE
MB3827	 -	NE	NE	NE	NE
MB3828	 -	NE	NE	NE	NE
MB3829C	 accD4	ES	ES	ES	U
MB3830C	 pks13	ES	ES	ES	ES
MB3831C	 fadD32	ES	ES	ES	ES
MB3832C	 -	NE	AMB	ES	NE
MB3833C	 fbpD	ES	NE	NE	ES
MB3834C	 fbpA	ES	NE	ES	U
MB3835C	 -	ES	ES	ES	ES
MB3836C	 -	ES	ES	ES	NE
MB3837C	 -	ES	ES	NE	ES
MB3838C	 -	ES	ES	ES	U
MB3839C	 glf	NE	ES	ES	U
MB3840	 pirG	NE	NE	NE	NE
MB3841	 -	NE	NE	NE	NE
MB3842	 PE_PGRS62	NE	NE	NE	NE
MB3843C	 -	NE	NE	NE	NE
MB3844C	 -	NE	NE	NE	NE
MB3845C	 -	NE	NE	NE	NE
MB3846C	 -	NE	NE	NE	NE
MB3847	 -	NE	NE	NE	NE
MB3848	 -	NE	NE	NE	NE
MB3849	 -	NE	NE	NE	NE
MB3850C	 papA2	NE	NE	NE	NE
MB3851	 -	NE	NE	NE	NE
MB3852	 -	NE	NE	NE	NE
MB3853C	 mmpL8	NE	NE	NE	NE
MB3854C	 papA1	NE	NE	NE	NE
MB3855C	 pks2	NE	NE	NE	NE
MB3856	 fadD23	NE	NE	NE	NE
MB3857C	 -	NE	NE	NE	NE
MB3858C	 -	NE	NE	NE	NE
MB3859C	 -	NE	NE	NE	NE
MB3860C	 -	NE	NE	NE	NE
MB3861	 -	NE	NE	NE	NE
MB3862C	 -	NE	NE	NE	NE
MB3863	 -	ES	NE	NE	ES
MB3864C	 serS	NE	ES	ES	NE
MB3865	 -	NE	NE	NE	NE
MB3866	 -	NE	NE	NE	NE
MB3867C	 -	NE	NE	NE	U
MB3868C	 pheA	NE	AMB	NE	NE
MB3869	 -	NE	NE	NE	NE
MB3870	 -	NE	NE	NE	NE
MB3871	 bfrB	NE	NE	NE	NE
MB3872C	 glpQ1	NE	NE	NE	U
MB3873C	 -	NE	NE	NE	NE
MB3874	 -	NE	NE	NE	NE
MB3875	 -	NE	NE	NE	S
MB3875A	NA	NA	NE	NE	NA
MB3875CB	NA	NA	NE	NE	NA
MB3875CC	NA	NA	NE	NE	NA
MB3876	 sodA	NE	ES	ES	NE
MB3877	 -	NE	NE	NE	NE
MB3878	 -	NE	NE	NE	NE
MB3879	 -	NE	NE	NE	NE
MB3880	 -	NE	NE	NE	S
MB3881	 -	NE	NE	NE	NE
MB3882	 hns	NE	NE	NE	NE
MB3883	 menG	NE	NE	NE	NE
MB3884C	 ethA	NE	NE	NE	NE
MB3885	 ethR	NE	NE	NE	NE
MB3886C	 -	NE	NE	NE	S
MB3887C	 -	ES	NE	NE	ES
MB3888C	 gltD	ES	ES	ES	U
MB3889C	 gltB	NE	ES	ES	NE
MB3890	 -	NE	NE	NE	S
MB3891	 -	NE	AMB	NE	NE
MB3892C	 whiB6	NE	NE	NE	NE
MB3893	 -	NE	NE	NE	U
MB3894	 -	NE	NE	NE	NE
MB3895	 -	NE	NE	NE	NE
MB3896	 -	NE	NE	NE	NE
MB3897	 -	NE	NE	NE	NE
MB3898	 -	NE	NE	NE	NE
MB3899	 -	NE	NE	NE	NE
MB3900	 -	NE	NE	NE	NE
MB3901	 -	NE	NE	NE	S
MB3902	 PE35	NE	NE	NE	NE
MB3903	 PPE68	NE	NE	NE	NE
MB3904	 esxB	NE	NE	NE	U
MB3905	 esxA	NE	NE	NE	NE
MB3906	 -	NE	NE	NE	NE
MB3907	 -	NE	NE	NE	U
MB3908	 -	NE	NE	NE	U
MB3909C	 -	NE	NE	NE	NE
MB3910C	 -	NE	NE	NE	NE
MB3911C	 -	NE	NE	NE	NE
MB3912C	 -	NE	NE	NE	NE
MB3913C	 -	NE	NE	NE	NE
MB3914C	 -	NE	NE	NE	NE
MB3915C	 -	NE	NE	NE	NE
MB3916C	 -	NE	NE	NE	NE
MB3917C	 -	NE	NE	NE	S
MB3918C	 -	NE	NE	NE	NE
MB3919C	 esxC	NE	NE	NE	NE
MB3920C	 esxD	NE	NE	NE	U
MB3921C	 PPE69	NE	NE	NE	S
MB3922C	 PE36	NE	NE	NE	U
MB3923C	 -	NE	NE	NE	NE
MB3924C	 -	NE	NE	NE	NE
MB3925C	 -	NE	NE	NE	NE
MB3926C	 -	NE	NE	NE	NE
MB3927C	 -	NE	NE	NE	NE
MB3928C	 -	NE	NE	NE	NE
MB3929C	 -	NE	NE	NE	NE
MB3930C	 -	GA	NE	NE	NE
MB3931C	 -	ES	NE	NE	U
MB3932C	 -	NE	ES	NE	NE
MB3933C	 -	NE	NE	NE	NE
MB3934C	 esxE	NE	NE	NE	S
MB3935C	 esxF	NE	NE	NE	NE
MB3936C	 -	ES	NE	NE	ES
MB3937C	 pcnA	NE	ES	ES	NE
MB3938	 -	ES	NE	NE	ES
MB3939	 -	GD	ES	ES	ES
MB3940	 -	NE	AMB	NE	NE
MB3941	 sigMa	NE	NE	NE	NE
MB3943	 -	ES	NE	NE	ES
MB3944	 trxB2	NE	ES	ES	NE
MB3945	 trxC	ES	NE	NE	ES
MB3946	 -	NE	ES	NE	U
MB3947C	 -	ES	NE	NE	ES
MB3948C	 parB	ES	ES	ES	ES
MB3949C	 parA	NE	ES	ES	NE
MB3950C	 gid	NE	NE	NE	NE
MB3951C	 -	ES	AMB	NE	ES
MB3952C	 -	NE	ES	ES	NE
MB3953C	 -	ES	NE	NE	U
MB3954C	 rnpA	ES	ES	NE	S
MB3955C	 rpmH	ES	AMB	ES	S
